timestamp,Open,High,Low,Close,Volume
2025-07-16 10:17:00,119242.94,119242.94,119242.75,119242.75,0.00556
2025-07-16 10:18:00,119242.76,119244.03,119150.62,119152.09,1.07201
2025-07-16 10:19:00,119152.09,119217.39,119152.09,119217.39,1.80912
2025-07-16 10:20:00,119218.8,119221.04,119213.91,119219.99,0.029
2025-07-16 10:21:00,119220.0,119244.37,119215.94,119244.37,1.0329
2025-07-16 10:22:00,119244.22,119305.0,119244.08,119305.0,3.40673
2025-07-16 10:23:00,119257.72,119312.0,119234.6,119236.47,2.22728
2025-07-16 10:24:00,119285.09,119291.43,119267.65,119267.65,1.06033
2025-07-16 10:25:00,119267.65,119267.67,119240.82,119240.82,0.47734
2025-07-16 10:26:00,119240.82,119242.08,119234.43,119234.43,0.44007
2025-07-16 10:27:00,119240.82,119240.82,119217.04,119217.04,0.66858
2025-07-16 10:28:00,119189.89,119190.54,119168.05,119175.45,2.50804
2025-07-16 10:29:00,119175.45,119199.17,119168.05,119199.17,1.71462
2025-07-16 10:30:00,119199.17,119199.17,119124.24,119124.24,1.48348
2025-07-16 10:31:00,119124.24,119160.24,119124.0,119158.56,1.41659
2025-07-16 10:32:00,119160.24,119160.24,119115.07,119115.07,0.92165
2025-07-16 10:33:00,119115.08,119116.78,119114.54,119115.08,0.60274
2025-07-16 10:34:00,119115.08,119116.11,119115.0,119115.07,0.32213
2025-07-16 10:35:00,119100.89,119101.04,119000.0,119000.0,1.70047
2025-07-16 10:36:00,119001.05,119001.05,118999.99,119000.0,0.20391
2025-07-16 10:37:00,119000.0,119000.15,118979.84,118979.99,1.25912
2025-07-16 10:38:00,118980.06,118980.06,118935.55,118935.55,1.00538
2025-07-16 10:39:00,118935.55,118935.55,118892.86,118904.72,0.69472
2025-07-16 10:40:00,118904.72,118905.13,118904.21,118905.13,0.03998
2025-07-16 10:41:00,118905.43,118954.83,118900.69,118954.83,1.09622
2025-07-16 10:42:00,118954.83,118956.17,118831.55,118833.74,1.94851
2025-07-16 10:43:00,118862.36,118862.52,118824.7,118824.7,1.1751
2025-07-16 10:44:00,118824.7,118836.98,118820.64,118821.74,1.46459
2025-07-16 10:45:00,118822.14,118834.55,118820.64,118834.55,1.44002
2025-07-16 10:46:00,118834.55,118852.0,118834.54,118840.94,0.48909
2025-07-16 10:47:00,118840.94,118883.54,118840.94,118883.54,1.3691
2025-07-16 10:48:00,118879.86,118900.01,118879.86,118891.79,0.88549
2025-07-16 10:49:00,118891.78,118902.82,118891.77,118902.82,1.30275
2025-07-16 10:50:00,118902.82,118915.08,118902.81,118911.4,1.63797
2025-07-16 10:51:00,118911.4,118911.46,118899.22,118911.46,1.15574
2025-07-16 10:52:00,118911.46,118912.36,118866.57,118866.57,1.01941
2025-07-16 10:53:00,118866.57,118866.58,118865.81,118865.85,0.15885
2025-07-16 10:54:00,118866.53,118872.73,118800.33,118809.63,1.89444
2025-07-16 10:55:00,118800.34,118807.2,118791.88,118791.88,1.83789
2025-07-16 10:56:00,118791.88,118804.7,118755.1,118755.9,1.00978
2025-07-16 10:57:00,118755.9,118755.9,118754.51,118755.63,0.08643
2025-07-16 10:58:00,118755.1,118755.1,118753.1,118753.1,0.08239
2025-07-16 10:59:00,118747.57,118760.08,118747.57,118760.08,0.49062
2025-07-16 11:00:00,118760.0,118769.61,118735.09,118769.61,1.71074
2025-07-16 11:01:00,118778.01,118781.52,118726.0,118728.5,0.74803
2025-07-16 11:02:00,118753.19,118757.73,118741.15,118753.18,0.6276
2025-07-16 11:03:00,118741.15,118748.95,118678.24,118680.0,0.55641
2025-07-16 11:04:00,118680.0,118680.0,118651.45,118668.41,0.32495
2025-07-16 11:05:00,118667.93,118746.96,118667.93,118746.96,3.16156
2025-07-16 11:06:00,118736.38,118831.38,118736.38,118818.65,1.54759
2025-07-16 11:07:00,118818.65,118818.65,118810.45,118810.45,0.61229
2025-07-16 11:08:00,118805.71,118986.95,118780.26,118780.26,2.61827
2025-07-16 11:09:00,118780.26,118835.29,118780.25,118835.29,1.39263
2025-07-16 11:10:00,118804.83,118835.29,118804.82,118829.71,1.14957
2025-07-16 11:11:00,118827.53,118852.35,118827.53,118848.76,0.76556
2025-07-16 11:12:00,118835.57,118835.64,118835.57,118835.64,0.07686
2025-07-16 11:13:00,118835.57,118900.0,118835.57,118900.0,2.15522
2025-07-16 11:14:00,118897.99,118897.99,118857.72,118859.51,1.1083
2025-07-16 11:15:00,118859.51,118865.88,118843.93,118843.93,0.85269
2025-07-16 11:16:00,118841.1,118841.33,118831.0,118831.0,0.46791
2025-07-16 11:17:00,118830.99,118830.99,118786.41,118786.57,1.53953
2025-07-16 11:18:00,118786.57,118813.13,118786.02,118813.13,1.93005
2025-07-16 11:19:00,118813.13,118813.13,118787.52,118787.52,1.17965
2025-07-16 11:20:00,118805.09,118811.27,118805.09,118807.31,1.39426
2025-07-16 11:21:00,118807.31,118807.31,118790.02,118795.22,2.67872
2025-07-16 11:22:00,118817.0,118817.44,118806.15,118806.15,0.5181
2025-07-16 11:23:00,118804.94,118827.02,118804.41,118827.02,2.3203
2025-07-16 11:24:00,118827.02,118843.79,118826.6,118843.79,1.37217
2025-07-16 11:25:00,118843.79,118880.01,118843.79,118880.0,1.85146
2025-07-16 11:26:00,118873.09,118873.09,118864.41,118866.73,0.70973
2025-07-16 11:27:00,118862.48,118865.02,118862.48,118863.61,0.10408
2025-07-16 11:28:00,118863.6,118877.27,118857.04,118877.27,0.7049
2025-07-16 11:29:00,118870.0,118870.0,118868.58,118868.58,0.36659
2025-07-16 11:30:00,118870.01,118881.81,118868.69,118873.11,1.0587
2025-07-16 11:31:00,118874.61,118901.27,118874.61,118901.27,1.1875
2025-07-16 11:32:00,118888.08,118890.59,118888.07,118890.59,0.82034
2025-07-16 11:33:00,118890.92,118890.92,118848.43,118855.32,1.82789
2025-07-16 11:34:00,118854.82,118854.82,118848.4,118848.4,0.0037
2025-07-16 11:35:00,118849.29,118849.82,118848.07,118849.12,0.28974
2025-07-16 11:36:00,118849.29,118849.55,118822.2,118824.79,0.40727
2025-07-16 11:37:00,118824.79,118830.31,118821.16,118825.32,0.76404
2025-07-16 11:38:00,118821.16,118826.22,118817.64,118820.97,0.77156
2025-07-16 11:39:00,118820.97,118822.0,118806.26,118820.97,1.36818
2025-07-16 11:40:00,118820.98,118828.28,118820.98,118827.99,0.90569
2025-07-16 11:41:00,118826.26,118826.26,118826.26,118826.26,0.00042
2025-07-16 11:42:00,118826.26,118839.55,118825.48,118839.2,0.99977
2025-07-16 11:43:00,118839.57,118839.57,118824.05,118826.26,0.37428
2025-07-16 11:44:00,118826.27,118844.9,118826.27,118844.9,1.35663
2025-07-16 11:45:00,118844.92,118856.49,118844.9,118848.99,1.1618
2025-07-16 11:46:00,118849.0,118868.89,118849.0,118868.89,0.7478
2025-07-16 11:47:00,118868.89,118898.28,118846.6,118898.28,1.26513
2025-07-16 11:48:00,118899.0,121983.11,118898.99,118903.49,4.2036
2025-07-16 11:49:00,118903.49,118903.5,118903.49,118903.5,0.03201
2025-07-16 11:50:00,118894.01,118894.01,118894.0,118894.0,0.04395
2025-07-16 11:51:00,118894.01,118899.58,118865.93,118899.58,1.20237
2025-07-16 11:52:00,118899.58,118899.58,118849.01,118849.01,1.13663
2025-07-16 11:53:00,118849.02,118850.51,118849.01,118849.01,0.11883
2025-07-16 11:54:00,118849.02,118849.04,118823.88,118840.55,0.349
2025-07-16 11:55:00,118840.22,118840.56,118798.1,118799.0,1.39138
2025-07-16 11:56:00,118798.11,118805.34,118650.0,118650.0,1.84763
2025-07-16 11:57:00,118760.63,121113.64,118701.51,118773.03,3.69481
2025-07-16 11:58:00,118772.52,118773.17,118720.01,118720.01,0.89058
2025-07-16 11:59:00,118721.07,118732.94,118721.06,118732.94,0.69499
2025-07-16 12:00:00,118732.94,118734.38,118731.69,118732.94,0.28827
2025-07-16 12:01:00,118746.38,118749.43,118735.37,118735.37,0.59948
2025-07-16 12:02:00,118704.79,118705.25,118704.27,118705.25,0.03297
2025-07-16 12:03:00,118704.78,118764.49,118704.78,118764.49,1.14533
2025-07-16 12:04:00,118764.49,118775.94,118764.49,118775.89,1.22514
2025-07-16 12:05:00,118775.89,118793.9,118774.1,118793.9,1.35831
2025-07-16 12:06:00,118793.9,118828.08,118793.74,118828.08,1.00168
2025-07-16 12:07:00,118824.82,118855.9,118824.82,118855.9,1.05963
2025-07-16 12:08:00,118853.51,118869.76,118853.5,118869.76,1.26586
2025-07-16 12:09:00,118869.76,118878.28,118869.76,118878.28,0.51545
2025-07-16 12:10:00,118878.55,118880.0,118874.14,118880.0,0.12151
2025-07-16 12:11:00,118883.53,118883.53,118839.0,118840.0,1.30364
2025-07-16 12:12:00,118840.01,118840.96,118840.0,118840.96,0.37706
2025-07-16 12:13:00,118840.0,118860.0,118840.0,118854.57,0.81701
2025-07-16 12:14:00,118852.94,118852.94,118851.46,118851.46,0.69881
2025-07-16 12:15:00,118851.46,118851.46,118838.28,118838.28,0.43489
2025-07-16 12:16:00,118839.01,118856.87,118839.01,118856.87,1.4529
2025-07-16 12:17:00,118856.87,118887.71,118856.87,118887.7,0.25293
2025-07-16 12:18:00,118887.71,118887.72,118887.71,118887.72,0.2793
2025-07-16 12:19:00,118887.71,118888.0,118855.5,118855.5,1.61706
2025-07-16 12:20:00,118842.95,118842.95,118784.79,118784.79,1.02146
2025-07-16 12:21:00,118784.79,118784.79,118773.5,118778.98,2.99071
2025-07-16 12:22:00,118778.98,118819.99,118778.98,118819.99,1.02408
2025-07-16 12:23:00,118819.97,118846.71,118819.97,118846.71,1.14051
2025-07-16 12:24:00,118847.73,118850.39,118838.54,118848.51,0.86974
2025-07-16 12:25:00,118837.87,118839.56,118832.52,118832.54,0.56386
2025-07-16 12:26:00,118832.53,118834.9,118832.53,118834.9,0.13419
2025-07-16 12:27:00,118834.9,118846.11,118806.01,118812.48,1.87961
2025-07-16 12:28:00,118821.05,118867.65,118805.39,118867.65,2.00081
2025-07-16 12:29:00,118853.1,118891.99,118851.92,118891.42,1.03073
2025-07-16 12:30:00,118891.41,118898.99,118891.4,118891.41,1.17296
2025-07-16 12:31:00,118898.99,118907.14,118783.05,118783.05,1.03039
2025-07-16 12:32:00,118873.3,118873.3,118720.6,118720.6,1.01837
2025-07-16 12:33:00,118720.61,118765.22,118710.42,118765.22,2.724
2025-07-16 12:34:00,118765.22,118951.26,118765.22,118779.41,3.04471
2025-07-16 12:35:00,118941.55,118965.34,118779.41,118945.48,2.03238
2025-07-16 12:36:00,118942.32,119020.01,118942.32,118984.62,1.54641
2025-07-16 12:37:00,118984.29,119049.65,118984.29,119049.21,2.21156
2025-07-16 12:38:00,119049.21,119058.79,119007.94,119007.94,1.66452
2025-07-16 12:39:00,119007.94,119008.42,119003.93,119003.93,1.26821
2025-07-16 12:40:00,119003.93,124100.0,118968.94,120443.03,4.78976
2025-07-16 12:41:00,120443.03,122169.12,118900.15,118900.16,1.73637
2025-07-16 12:42:00,118900.16,118902.43,118900.01,118900.15,0.48891
